Crop,Crop_Year,Season,State,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield,N,P,K,pH,avg_temp_c,total_rainfall_mm,avg_humidity_percent
Dry Chillies,2018,Summer,Puducherry,3.0,1693.9,486.6,1.05,13.67,88,55,40,7.0,28.04,947.36,75.1
Onion,2018,Summer,Puducherry,1.0,1693.9,162.2,0.35,6.0,88,55,40,7.0,28.04,947.36,75.1
Sugarcane,2018,Kharif,Puducherry,1444.0,1693.9,234216.8,505.4,130.0,88,55,40,7.0,28.04,947.36,75.1
Sweet Potato,2018,Kharif,Puducherry,3.0,1693.9,486.6,1.05,8.0,88,55,40,7.0,28.04,947.36,75.1
Tapioca,2018,Kharif,Puducherry,182.0,1693.9,29520.4,63.7,32.25,88,55,40,7.0,28.04,947.36,75.1
Tapioca,2018,Rabi,Puducherry,6.0,1693.9,973.2,2.1,24.5,88,55,40,7.0,28.04,947.36,75.1
Banana,2019,Kharif,Puducherry,273.0,1317.0,46890.48,101.01,32.76666667,88,55,40,7.0,28.41,1060.94,75.48
Coconut,2019,Whole Year,Puducherry,1857.0,1317.0,318958.32,687.09,9474.625,88,55,40,7.0,28.41,1060.94,75.48
Dry Chillies,2019,Kharif,Puducherry,2.0,1317.0,343.52,0.74,13.0,88,55,40,7.0,28.41,1060.94,75.48
Dry Chillies,2019,Rabi,Puducherry,3.0,1317.0,515.28,1.11,13.67,88,55,40,7.0,28.41,1060.94,75.48
Dry Chillies,2019,Summer,Puducherry,2.0,1317.0,343.52,0.74,13.0,88,55,40,7.0,28.41,1060.94,75.48
Sugarcane,2019,Kharif,Puducherry,1308.0,1317.0,224662.08,483.96,140.0,88,55,40,7.0,28.41,1060.94,75.48
Sweet Potato,2019,Kharif,Puducherry,5.0,1317.0,858.8,1.85,9.0,88,55,40,7.0,28.41,1060.94,75.48
Sweet Potato,2019,Rabi,Puducherry,1.0,1317.0,171.76,0.37,9.0,88,55,40,7.0,28.41,1060.94,75.48
Tapioca,2019,Kharif,Puducherry,170.0,1317.0,29199.2,62.9,29.75,88,55,40,7.0,28.41,1060.94,75.48
Tapioca,2019,Rabi,Puducherry,8.0,1317.0,1374.08,2.96,24.5,88,55,40,7.0,28.41,1060.94,75.48
Turmeric,2019,Kharif,Puducherry,11.0,1317.0,1889.36,4.07,15.0,88,55,40,7.0,28.41,1060.94,75.48
Sugarcane,1997,Whole Year,Punjab,126000.0,690.1,11991420.0,39060.0,58.046875,150,50,40,8.0,23.39,942.38,46.2
Sugarcane,1998,Whole Year,Punjab,103000.0,588.6,10176400.0,29870.0,60.698,150,50,40,8.0,24.04,986.16,46.65
Sugarcane,1999,Whole Year,Punjab,108000.0,364.4,11462040.0,29160.0,62.67266667,150,50,40,8.0,25.49,537.97,34.47
Sugarcane,2000,Whole Year,Punjab,121000.0,405.3,11878570.0,31460.0,65.445625,150,50,40,8.0,24.65,829.38,38.13
Sugarcane,2001,Whole Year,Punjab,142000.0,479.3,14502460.0,36920.0,67.87176471,150,50,40,8.0,24.52,886.36,40.39
Sugarcane,2002,Whole Year,Punjab,153000.0,301.8,14484510.0,38250.0,58.85235294,150,50,40,8.0,25.39,688.83,37.91
Sugarcane,2003,Whole Year,Punjab,123000.0,451.7,12174540.0,29520.0,54.72,150,50,40,8.0,24.13,1037.84,46.02
Sugarcane,2004,Whole Year,Punjab,86000.0,366.4,9317240.0,18060.0,60.966,150,50,40,8.0,24.66,920.16,43.86
Sugarcane,2005,Whole Year,Punjab,85000.0,566.7,10193200.0,17850.0,64.525,150,50,40,8.0,24.2,879.45,45.01
Sugarcane,2009,Whole Year,Punjab,60000.0,371.3,9349200.0,10200.0,6.396923077,150,50,40,8.0,24.82,838.16,42.83
Sugarcane,2011,Whole Year,Punjab,80000.0,705.2,13401600.0,26400.0,71.17333333,150,50,40,8.0,23.37,1247.88,53.91
Sugarcane,2012,Whole Year,Punjab,82000.0,338.9,12365600.0,25420.0,72.55625,150,50,40,8.0,24.1,851.78,44.99
Sugarcane,2013,Whole Year,Punjab,89000.0,586.6,12859610.0,24030.0,77.713125,150,50,40,8.0,23.55,1403.69,54.16
Sugarcane,2014,Whole Year,Punjab,94000.0,382.7,14190240.0,31020.0,77.41266667,150,50,40,8.0,24.18,852.59,46.92
Sugarcane,2015,Whole Year,Punjab,90000.0,512.6,14211900.0,29700.0,77.086,150,50,40,8.0,23.9,1130.12,50.67
Sugarcane,2016,Whole Year,Punjab,88000.0,635.9,13486000.0,30800.0,83.69333333,150,50,40,8.0,24.96,893.69,43.94
Sugarcane,2017,Whole Year,Punjab,96000.0,497.5,15114240.0,36480.0,84.3725,150,50,40,8.0,24.11,1232.64,49.77
Sugarcane,2018,Whole Year,Punjab,95000.0,585.5,15409000.0,33250.0,81.23666667,150,50,40,8.0,23.57,1425.82,53.02
Sugarcane,2019,Whole Year,Punjab,91000.0,653.2,15630160.0,33670.0,81.60705882,150,50,40,8.0,23.3,1138.97,55.64
Potato,2002,Whole Year,Sikkim,5760.0,2496.2,545299.2,1440.0,5.1,50,20,30,5.5,7.24,740.4,72.52
Maize,2005,Kharif,Sikkim,25450.0,2041.6,3051964.0,5344.5,5.21,50,20,30,5.5,7.37,854.12,71.66
Rice,2005,Kharif,Sikkim,9790.0,2041.6,1174016.8,2055.9,5.3425,50,20,30,5.5,7.37,854.12,71.66
Maize,2010,Kharif,Sikkim,40170.0,2527.0,6672638.7,9640.8,5.2675,50,20,30,5.5,7.81,1155.04,71.24
Banana,1998,Whole Year,Tamil Nadu,74681.0,1077.1,7378482.8,21657.49,44.85214286,80,38,30,6.6,28.32,1115.79,72.23
Garlic,1998,Whole Year,Tamil Nadu,2015.0,1077.1,199082.0,584.35,5.474285714,80,38,30,6.6,28.32,1115.79,72.23
Ginger,1998,Kharif,Tamil Nadu,600.0,1077.1,59280.0,174.0,31.69166667,80,38,30,6.6,28.32,1115.79,72.23
Onion,1998,Whole Year,Tamil Nadu,37185.0,1077.1,3673878.0,10783.65,7.577727273,80,38,30,6.6,28.32,1115.79,72.23
Potato,1998,Whole Year,Tamil Nadu,2864.0,1077.1,282963.2,830.56,19.0875,80,38,30,6.6,28.32,1115.79,72.23
Sugarcane,1998,Whole Year,Tamil Nadu,347910.0,1077.1,34373508.0,100893.9,136.0751852,80,38,30,6.6,28.32,1115.79,72.23
Sweet Potato,1998,Whole Year,Tamil Nadu,718.0,1077.1,70938.4,208.22,17.78736842,80,38,30,6.6,28.32,1115.79,72.23
Tapioca,1998,Whole Year,Tamil Nadu,78346.0,1077.1,7740584.8,22720.34,37.1056,80,38,30,6.6,28.32,1115.79,72.23
Turmeric,1998,Whole Year,Tamil Nadu,21657.0,1077.1,2139711.6,6280.53,6.06,80,38,30,6.6,28.32,1115.79,72.23
Banana,1999,Whole Year,Tamil Nadu,86449.0,922.8,9174832.37,23341.23,29.60071429,80,38,30,6.6,27.7,931.08,71.53
Garlic,1999,Whole Year,Tamil Nadu,543.0,922.8,57628.59,146.61,5.8,80,38,30,6.6,27.7,931.08,71.53
Ginger,1999,Kharif,Tamil Nadu,468.0,922.8,49668.84,126.36,25.9,80,38,30,6.6,27.7,931.08,71.53
Guar Seed,1999,Whole Year,Tamil Nadu,332323.0,922.8,35269439.99,89727.21,10.65148148,80,38,30,6.6,27.7,931.08,71.53
Onion,1999,Whole Year,Tamil Nadu,38384.0,922.8,4073693.92,10363.68,8.005217391,80,38,30,6.6,27.7,931.08,71.53
Potato,1999,Whole Year,Tamil Nadu,3803.0,922.8,403612.39,1026.81,18.72,80,38,30,6.6,27.7,931.08,71.53
Sugarcane,1999,Whole Year,Tamil Nadu,332332.0,922.8,35270395.16,89729.64,107.9448148,80,38,30,6.6,27.7,931.08,71.53
Sweet Potato,1999,Whole Year,Tamil Nadu,1860.0,922.8,197401.8,502.2,12.04052632,80,38,30,6.6,27.7,931.08,71.53
Tapioca,1999,Whole Year,Tamil Nadu,97165.0,922.8,10312121.45,26234.55,35.97692308,80,38,30,6.6,27.7,931.08,71.53
Turmeric,1999,Whole Year,Tamil Nadu,28325.0,922.8,3006132.25,7647.75,5.419130435,80,38,30,6.6,27.7,931.08,71.53
Banana,2000,Whole Year,Tamil Nadu,77485.0,971.1,7606702.45,20146.1,29.60107143,80,38,30,6.6,27.82,1035.18,72.05
Garlic,2000,Whole Year,Tamil Nadu,601.0,971.1,59000.17,156.26,5.74,80,38,30,6.6,27.82,1035.18,72.05
Ginger,2000,Kharif,Tamil Nadu,95.0,971.1,9326.15,24.7,26.405,80,38,30,6.6,27.82,1035.18,72.05
Onion,2000,Whole Year,Tamil Nadu,29822.0,971.1,2927625.74,7753.72,8.016666667,80,38,30,6.6,27.82,1035.18,72.05
Potato,2000,Whole Year,Tamil Nadu,2723.0,971.1,267316.91,707.98,18.08,80,38,30,6.6,27.82,1035.18,72.05
Sugarcane,2000,Whole Year,Tamil Nadu,317473.0,971.1,31166324.41,82542.98,108.0914815,80,38,30,6.6,27.82,1035.18,72.05
Sweet Potato,2000,Whole Year,Tamil Nadu,916.0,971.1,89923.72,238.16,11.92647059,80,38,30,6.6,27.82,1035.18,72.05
Tapioca,2000,Whole Year,Tamil Nadu,109681.0,971.1,10767383.77,28517.06,36.006,80,38,30,6.6,27.82,1035.18,72.05
Turmeric,2000,Whole Year,Tamil Nadu,28675.0,971.1,2815024.75,7455.5,5.306086957,80,38,30,6.6,27.82,1035.18,72.05
Sugarcane,2001,Whole Year,Tamil Nadu,321173.0,481.3,32801398.49,83504.98,102.0107407,80,38,30,6.6,28.16,1253.37,70.91
Banana,2002,Whole Year,Tamil Nadu,76771.0,315.9,7267910.57,19192.75,34.81964286,80,38,30,6.6,28.13,1046.29,71.59
Coconut,2002,Whole Year,Tamil Nadu,345825.0,315.9,32739252.75,86456.25,8497.531111,80,38,30,6.6,28.13,1046.29,71.59
Garlic,2002,Whole Year,Tamil Nadu,565.0,315.9,53488.55,141.25,5.69,80,38,30,6.6,28.13,1046.29,71.59
Ginger,2002,Whole Year,Tamil Nadu,416.0,315.9,39382.72,104.0,16.00888889,80,38,30,6.6,28.13,1046.29,71.59
Onion,2002,Whole Year,Tamil Nadu,23492.0,315.9,2223987.64,5873.0,8.54625,80,38,30,6.6,28.13,1046.29,71.59
Potato,2002,Whole Year,Tamil Nadu,4537.0,315.9,429517.79,1134.25,18.3475,80,38,30,6.6,28.13,1046.29,71.59
Sugarcane,2002,Whole Year,Tamil Nadu,261416.0,315.9,24748252.72,65354.0,89.04185185,80,38,30,6.6,28.13,1046.29,71.59
Sweet Potato,2002,Whole Year,Tamil Nadu,814.0,315.9,77061.38,203.5,13.8292,80,38,30,6.6,28.13,1046.29,71.59
Tapioca,2002,Whole Year,Tamil Nadu,67951.0,315.9,6432921.17,16987.75,32.53576923,80,38,30,6.6,28.13,1046.29,71.59
Banana,2003,Whole Year,Tamil Nadu,71088.0,345.6,7036290.24,17061.12,34.52965517,80,38,30,6.6,28.23,895.93,70.97
Coconut,2003,Whole Year,Tamil Nadu,352710.0,345.6,34911235.8,84650.4,7781.805714,80,38,30,6.6,28.23,895.93,70.97
Garlic,2003,Whole Year,Tamil Nadu,595.0,345.6,58893.1,142.8,5.54,80,38,30,6.6,28.23,895.93,70.97
Ginger,2003,Kharif,Tamil Nadu,395.0,345.6,39097.1,94.8,14.11833333,80,38,30,6.6,28.23,895.93,70.97
Onion,2003,Whole Year,Tamil Nadu,23452.0,345.6,2321278.96,5628.48,8.768076923,80,38,30,6.6,28.23,895.93,70.97
Potato,2003,Whole Year,Tamil Nadu,4341.0,345.6,429672.18,1041.84,17.054,80,38,30,6.6,28.23,895.93,70.97
Sugarcane,2003,Whole Year,Tamil Nadu,192069.0,345.6,19010989.62,46096.56,96.11384615,80,38,30,6.6,28.23,895.93,70.97
Sweet Potato,2003,Whole Year,Tamil Nadu,1039.0,345.6,102840.22,249.36,14.55,80,38,30,6.6,28.23,895.93,70.97
Tapioca,2003,Whole Year,Tamil Nadu,95022.0,345.6,9405277.56,22805.28,33.38214286,80,38,30,6.6,28.23,895.93,70.97
Banana,2004,Whole Year,Tamil Nadu,81498.0,1034.0,8829493.32,17114.58,41.73931034,80,38,30,6.6,27.49,1358.53,73.69
Coconut,2004,Whole Year,Tamil Nadu,357056.0,1034.0,38683447.04,74981.76,10877.70276,80,38,30,6.6,27.49,1358.53,73.69
Garlic,2004,Whole Year,Tamil Nadu,443.0,1034.0,47994.62,93.03,5.854,80,38,30,6.6,27.49,1358.53,73.69
Ginger,2004,Kharif,Tamil Nadu,574.0,1034.0,62187.16,120.54,19.255,80,38,30,6.6,27.49,1358.53,73.69
Onion,2004,Whole Year,Tamil Nadu,26491.0,1034.0,2870034.94,5563.11,9.490357143,80,38,30,6.6,27.49,1358.53,73.69
Potato,2004,Whole Year,Tamil Nadu,5034.0,1034.0,545383.56,1057.14,16.0325,80,38,30,6.6,27.49,1358.53,73.69
Sugarcane,2004,Whole Year,Tamil Nadu,222188.0,1034.0,24071847.92,46659.48,104.66,80,38,30,6.6,27.49,1358.53,73.69
Sweet Potato,2004,Whole Year,Tamil Nadu,1397.0,1034.0,151350.98,293.37,14.9992,80,38,30,6.6,27.49,1358.53,73.69
Tapioca,2004,Whole Year,Tamil Nadu,110589.0,1034.0,11981212.26,23223.69,41.5525,80,38,30,6.6,27.49,1358.53,73.69
Turmeric,2004,Whole Year,Tamil Nadu,21616.0,1034.0,2341877.44,4539.36,5.096071429,80,38,30,6.6,27.49,1358.53,73.69
Banana,2005,Whole Year,Tamil Nadu,94648.0,1364.1,11350188.16,19876.08,48.51965517,80,38,30,6.6,27.9,1894.66,73.91
Coconut,2005,Whole Year,Tamil Nadu,370515.0,1364.1,44432158.8,77808.15,11777.93172,80,38,30,6.6,27.9,1894.66,73.91
Garlic,2005,Whole Year,Tamil Nadu,428.0,1364.1,51325.76,89.88,5.854,80,38,30,6.6,27.9,1894.66,73.91
Ginger,2005,Kharif,Tamil Nadu,660.0,1364.1,79147.2,138.6,19.31714286,80,38,30,6.6,27.9,1894.66,73.91
Onion,2005,Whole Year,Tamil Nadu,29169.0,1364.1,3497946.48,6125.49,8.07826087,80,38,30,6.6,27.9,1894.66,73.91
Potato,2005,Whole Year,Tamil Nadu,5005.0,1364.1,600199.6,1051.05,15.32,80,38,30,6.6,27.9,1894.66,73.91
Sugarcane,2005,Whole Year,Tamil Nadu,335397.0,1364.1,40220808.24,70433.37,102.4842857,80,38,30,6.6,27.9,1894.66,73.91
Sweet Potato,2005,Whole Year,Tamil Nadu,1417.0,1364.1,169926.64,297.57,20.8868,80,38,30,6.6,27.9,1894.66,73.91
Tapioca,2005,Whole Year,Tamil Nadu,127122.0,1364.1,15244470.24,26695.62,38.21481481,80,38,30,6.6,27.9,1894.66,73.91
Turmeric,2005,Whole Year,Tamil Nadu,25970.0,1364.1,3114322.4,5453.7,5.547037037,80,38,30,6.6,27.9,1894.66,73.91
Banana,2006,Whole Year,Tamil Nadu,105206.0,927.9,13435858.26,23145.32,54.02931034,80,38,30,6.6,27.82,1236.69,72.14
Coconut,2006,Whole Year,Tamil Nadu,374604.0,927.9,47840676.84,82412.88,13584.69138,80,38,30,6.6,27.82,1236.69,72.14
Garlic,2006,Whole Year,Tamil Nadu,528.0,927.9,67430.88,116.16,5.304,80,38,30,6.6,27.82,1236.69,72.14
Ginger,2006,Whole Year,Tamil Nadu,669.0,927.9,85437.99,147.18,18.65625,80,38,30,6.6,27.82,1236.69,72.14
Onion,2006,Whole Year,Tamil Nadu,29587.0,927.9,3778555.77,6509.14,8.720454545,80,38,30,6.6,27.82,1236.69,72.14
Potato,2006,Whole Year,Tamil Nadu,5190.0,927.9,662814.9,1141.8,15.11333333,80,38,30,6.6,27.82,1236.69,72.14
Sugarcane,2006,Whole Year,Tamil Nadu,391201.0,927.9,49960279.71,86064.22,118.1746429,80,38,30,6.6,27.82,1236.69,72.14
Sweet Potato,2006,Whole Year,Tamil Nadu,1127.0,927.9,143929.17,247.94,17.74740741,80,38,30,6.6,27.82,1236.69,72.14
Tapioca,2006,Whole Year,Tamil Nadu,139628.0,927.9,17831891.88,30718.16,41.62785714,80,38,30,6.6,27.82,1236.69,72.14
Turmeric,2006,Whole Year,Tamil Nadu,30528.0,927.9,3898730.88,6716.16,5.748148148,80,38,30,6.6,27.82,1236.69,72.14
Banana,2007,Whole Year,Tamil Nadu,112793.0,1067.2,15046586.2,18046.88,48.00758621,80,38,30,6.6,27.63,1255.81,73.32
Coconut,2007,Whole Year,Tamil Nadu,383366.0,1067.2,51141024.4,61338.56,13190.09759,80,38,30,6.6,27.63,1255.81,73.32
Garlic,2007,Whole Year,Tamil Nadu,505.0,1067.2,67367.0,80.8,5.763333333,80,38,30,6.6,27.63,1255.81,73.32
Ginger,2007,Whole Year,Tamil Nadu,625.0,1067.2,83375.0,100.0,18.97857143,80,38,30,6.6,27.63,1255.81,73.32
Onion,2007,Whole Year,Tamil Nadu,29809.0,1067.2,3976520.6,4769.44,9.574347826,80,38,30,6.6,27.63,1255.81,73.32
Potato,2007,Whole Year,Tamil Nadu,4066.0,1067.2,542404.4,650.56,17.018,80,38,30,6.6,27.63,1255.81,73.32
Sugarcane,2007,Whole Year,Tamil Nadu,354022.0,1067.2,47226534.8,56643.52,104.9803571,80,38,30,6.6,27.63,1255.81,73.32
Sweet Potato,2007,Whole Year,Tamil Nadu,1088.0,1067.2,145139.2,174.08,13.7055,80,38,30,6.6,27.63,1255.81,73.32
Tapioca,2007,Whole Year,Tamil Nadu,140092.0,1067.2,18688272.8,22414.72,42.09785714,80,38,30,6.6,27.63,1255.81,73.32
Turmeric,2007,Whole Year,Tamil Nadu,27303.0,1067.2,3642220.2,4368.48,5.253846154,80,38,30,6.6,27.63,1255.81,73.32
Banana,2008,Whole Year,Tamil Nadu,115804.0,1201.9,16564604.16,10422.36,44.54483871,80,38,30,6.6,27.66,1428.04,73.16
Cashewnut,2008,Whole Year,Tamil Nadu,99168.0,1201.9,14184990.72,8925.12,338.5489655,80,38,30,6.6,27.66,1428.04,73.16
Coconut,2008,Whole Year,Tamil Nadu,389429.0,1201.9,55703924.16,35048.61,13834.07258,80,38,30,6.6,27.66,1428.04,73.16
Garlic,2008,Whole Year,Tamil Nadu,351.0,1201.9,50207.04,31.59,5.76,80,38,30,6.6,27.66,1428.04,73.16
Ginger,2008,Whole Year,Tamil Nadu,817.0,1201.9,116863.68,73.53,20.0,80,38,30,6.6,27.66,1428.04,73.16
Maize,2008,Whole Year,Tamil Nadu,286639.0,1201.9,41000842.56,25797.51,5.226296296,80,38,30,6.6,27.66,1428.04,73.16
Onion,2008,Whole Year,Tamil Nadu,30255.0,1201.9,4327675.2,2722.95,10.1544,80,38,30,6.6,27.66,1428.04,73.16
Potato,2008,Whole Year,Tamil Nadu,4367.0,1201.9,624655.68,393.03,19.39,80,38,30,6.6,27.66,1428.04,73.16
Sugarcane,2008,Whole Year,Tamil Nadu,308800.0,1201.9,44170752.0,27792.0,111.4553333,80,38,30,6.6,27.66,1428.04,73.16
Sweet Potato,2008,Whole Year,Tamil Nadu,658.0,1201.9,94120.32,59.22,13.52565217,80,38,30,6.6,27.66,1428.04,73.16
Tapioca,2008,Whole Year,Tamil Nadu,124301.0,1201.9,17780015.04,11187.09,35.91833333,80,38,30,6.6,27.66,1428.04,73.16
Turmeric,2008,Whole Year,Tamil Nadu,29875.0,1201.9,4273320.0,2688.75,5.326296296,80,38,30,6.6,27.66,1428.04,73.16
Banana,2009,Whole Year,Tamil Nadu,113681.0,928.5,17713773.42,19325.77,43.52,80,38,30,6.6,28.22,1165.21,70.58
Coconut,2009,Whole Year,Tamil Nadu,400466.0,928.5,62400612.12,68079.22,14134.65935,80,38,30,6.6,28.22,1165.21,70.58
Ginger,2009,Whole Year,Tamil Nadu,864.0,928.5,134628.48,146.88,16.036,80,38,30,6.6,28.22,1165.21,70.58
Onion,2009,Whole Year,Tamil Nadu,31024.0,928.5,4834159.68,5274.08,9.8704,80,38,30,6.6,28.22,1165.21,70.58
Potato,2009,Whole Year,Tamil Nadu,4611.0,928.5,718486.02,783.87,19.2475,80,38,30,6.6,28.22,1165.21,70.58
Sugarcane,2009,Whole Year,Tamil Nadu,293329.0,928.5,45706524.78,49865.93,100.2083333,80,38,30,6.6,28.22,1165.21,70.58
Sweet Potato,2009,Whole Year,Tamil Nadu,778.0,928.5,121227.96,132.26,14.6992,80,38,30,6.6,28.22,1165.21,70.58
Tapioca,2009,Whole Year,Tamil Nadu,118647.0,928.5,18487575.54,20169.99,35.70034483,80,38,30,6.6,28.22,1165.21,70.58
Turmeric,2009,Whole Year,Tamil Nadu,33366.0,928.5,5199090.12,5672.22,5.103076923,80,38,30,6.6,28.22,1165.21,70.58
Sugarcane,2010,Whole Year,Tamil Nadu,315961.0,1095.2,52484281.71,75830.64,107.4126667,80,38,30,6.6,27.83,1361.98,75.53
Banana,2011,Whole Year,Tamil Nadu,103107.0,926.5,17272484.64,34025.31,43.34580645,80,38,30,6.6,27.72,1371.22,72.46
Coconut,2011,Whole Year,Tamil Nadu,419400.0,926.5,70257888.0,138402.0,13248.16226,80,38,30,6.6,27.72,1371.22,72.46
Ginger,2011,Whole Year,Tamil Nadu,635.0,926.5,106375.2,209.55,11.01444444,80,38,30,6.6,27.72,1371.22,72.46
Maize,2011,Kharif,Tamil Nadu,176287.0,926.5,29531598.24,58174.71,5.832307692,80,38,30,6.6,27.72,1371.22,72.46
Maize,2011,Rabi,Tamil Nadu,104342.0,926.5,17479371.84,34432.86,6.611481481,80,38,30,6.6,27.72,1371.22,72.46
Onion,2011,Whole Year,Tamil Nadu,34913.0,926.5,5848625.76,11521.29,11.16703704,80,38,30,6.6,27.72,1371.22,72.46
Potato,2011,Whole Year,Tamil Nadu,4673.0,926.5,782820.96,1542.09,19.59125,80,38,30,6.6,27.72,1371.22,72.46
Sugarcane,2011,Whole Year,Tamil Nadu,346350.0,926.5,58020552.0,114295.5,113.736,80,38,30,6.6,27.72,1371.22,72.46
Sweet Potato,2011,Whole Year,Tamil Nadu,390.0,926.5,65332.8,128.7,20.57238095,80,38,30,6.6,27.72,1371.22,72.46
Tapioca,2011,Whole Year,Tamil Nadu,105350.0,926.5,17648232.0,34765.5,37.77344828,80,38,30,6.6,27.72,1371.22,72.46
Turmeric,2011,Whole Year,Tamil Nadu,67246.0,926.5,11265049.92,22191.18,5.563793103,80,38,30,6.6,27.72,1371.22,72.46
Sugarcane,2012,Whole Year,Tamil Nadu,348379.0,706.8,52535553.2,107997.49,93.54354839,80,38,30,6.6,27.97,1004.69,71.44
Banana,2013,Whole Year,Tamil Nadu,92463.0,740.9,13359978.87,24965.01,42.13096774,80,38,30,6.6,27.79,1023.06,72.75
Coconut,2013,Whole Year,Tamil Nadu,428538.0,740.9,61919455.62,115705.26,9606.394516,80,38,30,6.6,27.79,1023.06,72.75
Ginger,2013,Whole Year,Tamil Nadu,304.0,740.9,43924.96,82.08,6.993333333,80,38,30,6.6,27.79,1023.06,72.75
Maize,2013,Kharif,Tamil Nadu,223113.0,740.9,32237597.37,60240.51,6.161111111,80,38,30,6.6,27.79,1023.06,72.75
Maize,2013,Rabi,Tamil Nadu,157316.0,740.9,22730588.84,42475.32,5.431724138,80,38,30,6.6,27.79,1023.06,72.75
Onion,2013,Kharif,Tamil Nadu,9104.0,740.9,1315436.96,2458.08,11.31961538,80,38,30,6.6,27.79,1023.06,72.75
Onion,2013,Rabi,Tamil Nadu,15883.0,740.9,2294934.67,4288.41,8.304615385,80,38,30,6.6,27.79,1023.06,72.75
Potato,2013,Kharif,Tamil Nadu,3875.0,740.9,559898.75,1046.25,18.37333333,80,38,30,6.6,27.79,1023.06,72.75
Potato,2013,Rabi,Tamil Nadu,2044.0,740.9,295337.56,551.88,24.145,80,38,30,6.6,27.79,1023.06,72.75
Sugarcane,2013,Whole Year,Tamil Nadu,313343.0,740.9,45274930.07,84602.61,97.58677419,80,38,30,6.6,27.79,1023.06,72.75
Sweet Potato,2013,Whole Year,Tamil Nadu,592.0,740.9,85538.08,159.84,22.102,80,38,30,6.6,27.79,1023.06,72.75
Tapioca,2013,Whole Year,Tamil Nadu,83526.0,740.9,12068671.74,22552.02,32.50806452,80,38,30,6.6,27.79,1023.06,72.75
Banana,2014,Whole Year,Tamil Nadu,91410.0,911.3,13799253.6,30165.3,42.5,80,38,30,6.6,27.98,1096.01,71.05
Coconut,2014,Whole Year,Tamil Nadu,427841.0,911.3,64586877.36,141187.53,10713.87226,80,38,30,6.6,27.98,1096.01,71.05
Maize,2014,Kharif,Tamil Nadu,191481.0,911.3,28905971.76,63188.73,8.406538462,80,38,30,6.6,27.98,1096.01,71.05
Maize,2014,Rabi,Tamil Nadu,130471.0,911.3,19695902.16,43055.43,7.637586207,80,38,30,6.6,27.98,1096.01,71.05
Onion,2014,Kharif,Tamil Nadu,11835.0,911.3,1786611.6,3905.55,8.114074074,80,38,30,6.6,27.98,1096.01,71.05
Onion,2014,Rabi,Tamil Nadu,16270.0,911.3,2456119.2,5369.1,8.551111111,80,38,30,6.6,27.98,1096.01,71.05
Potato,2014,Kharif,Tamil Nadu,3018.0,911.3,455597.28,995.94,21.70833333,80,38,30,6.6,27.98,1096.01,71.05
Potato,2014,Rabi,Tamil Nadu,1719.0,911.3,259500.24,567.27,22.54,80,38,30,6.6,27.98,1096.01,71.05
Sugarcane,2014,Whole Year,Tamil Nadu,263066.0,911.3,39712443.36,86811.78,99.26033333,80,38,30,6.6,27.98,1096.01,71.05
Sweet Potato,2014,Whole Year,Tamil Nadu,631.0,911.3,95255.76,208.23,17.51894737,80,38,30,6.6,27.98,1096.01,71.05
Tapioca,2014,Whole Year,Tamil Nadu,87924.0,911.3,13273007.04,29014.92,35.751,80,38,30,6.6,27.98,1096.01,71.05
Banana,2015,Whole Year,Tamil Nadu,94214.0,1201.9,14877332.74,31090.62,38.35645161,80,38,30,6.6,27.87,1961.46,73.24
Coconut,2015,Whole Year,Tamil Nadu,434875.0,1201.9,68671111.25,143508.75,11907.64581,80,38,30,6.6,27.87,1961.46,73.24
Ginger,2015,Whole Year,Tamil Nadu,390.0,1201.9,61584.9,128.7,8.910833333,80,38,30,6.6,27.87,1961.46,73.24
Maize,2015,Kharif,Tamil Nadu,201750.0,1201.9,31858342.5,66577.5,7.782,80,38,30,6.6,27.87,1961.46,73.24
Maize,2015,Rabi,Tamil Nadu,153314.0,1201.9,24209813.74,50593.62,6.849655172,80,38,30,6.6,27.87,1961.46,73.24
Onion,2015,Kharif,Tamil Nadu,16013.0,1201.9,2528612.83,5284.29,9.524166667,80,38,30,6.6,27.87,1961.46,73.24
Onion,2015,Rabi,Tamil Nadu,19796.0,1201.9,3125986.36,6532.68,6.711071429,80,38,30,6.6,27.87,1961.46,73.24
Potato,2015,Kharif,Tamil Nadu,3235.0,1201.9,510838.85,1067.55,20.9825,80,38,30,6.6,27.87,1961.46,73.24
Potato,2015,Rabi,Tamil Nadu,1071.0,1201.9,169121.61,353.43,22.4075,80,38,30,6.6,27.87,1961.46,73.24
Sugarcane,2015,Whole Year,Tamil Nadu,252272.0,1201.9,39836271.52,83249.76,98.0,80,38,30,6.6,27.87,1961.46,73.24
Sweet Potato,2015,Whole Year,Tamil Nadu,586.0,1201.9,92535.26,193.38,17.21473684,80,38,30,6.6,27.87,1961.46,73.24
Tapioca,2015,Whole Year,Tamil Nadu,86236.0,1201.9,13617526.76,28457.88,30.10548387,80,38,30,6.6,27.87,1961.46,73.24
Banana,2016,Whole Year,Tamil Nadu,90993.0,912.4,13944677.25,31847.55,33.24096774,80,38,30,6.6,28.11,811.36,70.68
Coconut,2016,Whole Year,Tamil Nadu,435621.0,912.4,66758918.25,152467.35,10719.08742,80,38,30,6.6,28.11,811.36,70.68
