crop_type,rainfall_mm,avg_temp_c,yield_kg_ha
rice,494.0,23.76,2804.8
rice,494.0,22.14,2804.8
rice,494.0,26.82,2804.8
rice,494.0,22.14,2804.8
rice,494.0,26.29,2804.8
rice,494.0,23.76,2804.8
rice,494.0,25.16,2804.8
rice,494.0,18.62,2804.8
rice,494.0,22.14,2804.8
wheat,494.0,23.76,2053.3
wheat,494.0,22.14,2053.3
wheat,494.0,26.82,2053.3
wheat,494.0,22.14,2053.3
wheat,494.0,26.29,2053.3
wheat,494.0,23.76,2053.3
wheat,494.0,25.16,2053.3
wheat,494.0,18.62,2053.3
wheat,494.0,22.14,2053.3
maize,494.0,24.91,1785.3
maize,494.0,23.11,1785.3
maize,494.0,27.89,1785.3
maize,494.0,23.11,1785.3
maize,494.0,27.36,1785.3
maize,494.0,24.91,1785.3
maize,494.0,26.41,1785.3
maize,494.0,19.15,1785.3
maize,494.0,23.11,1785.3
rice,494.0,24.91,2893.0
rice,494.0,23.11,2893.0
rice,494.0,27.89,2893.0
rice,494.0,23.11,2893.0
rice,494.0,27.36,2893.0
rice,494.0,24.91,2893.0
rice,494.0,26.41,2893.0
rice,494.0,19.15,2893.0
rice,494.0,23.11,2893.0
wheat,494.0,24.91,2237.6
wheat,494.0,23.11,2237.6
wheat,494.0,27.89,2237.6
wheat,494.0,23.11,2237.6
wheat,494.0,27.36,2237.6
wheat,494.0,24.91,2237.6
wheat,494.0,26.41,2237.6
wheat,494.0,19.15,2237.6
wheat,494.0,23.11,2237.6
maize,494.0,25.5,1716.9
maize,494.0,23.8,1716.9
maize,494.0,27.54,1716.9
maize,494.0,23.8,1716.9
maize,494.0,27.14,1716.9
maize,494.0,25.5,1716.9
maize,494.0,26.8,1716.9
maize,494.0,19.84,1716.9
maize,494.0,23.8,1716.9
rice,494.0,25.5,3074.4
rice,494.0,23.8,3074.4
rice,494.0,27.54,3074.4
rice,494.0,23.8,3074.4
rice,494.0,27.14,3074.4
rice,494.0,25.5,3074.4
rice,494.0,26.8,3074.4
rice,494.0,19.84,3074.4
rice,494.0,23.8,3074.4
wheat,494.0,25.5,2169.8
wheat,494.0,23.8,2169.8
wheat,494.0,27.54,2169.8
wheat,494.0,23.8,2169.8
wheat,494.0,27.14,2169.8
wheat,494.0,25.5,2169.8
wheat,494.0,26.8,2169.8
wheat,494.0,19.84,2169.8
wheat,494.0,23.8,2169.8
maize,494.0,25.32,1708.6
maize,494.0,23.6,1708.6
maize,494.0,27.73,1708.6
maize,494.0,23.6,1708.6
maize,494.0,27.12,1708.6
maize,494.0,25.32,1708.6
maize,494.0,26.71,1708.6
maize,494.0,19.68,1708.6
maize,494.0,23.6,1708.6
rice,494.0,25.32,3031.2
rice,494.0,23.6,3031.2
rice,494.0,27.73,3031.2
rice,494.0,23.6,3031.2
rice,494.0,27.12,3031.2
rice,494.0,25.32,3031.2
rice,494.0,26.71,3031.2
rice,494.0,19.68,3031.2
rice,494.0,23.6,3031.2
wheat,494.0,25.32,2490.7
wheat,494.0,23.6,2490.7
wheat,494.0,27.73,2490.7
wheat,494.0,23.6,2490.7
wheat,494.0,27.12,2490.7
wheat,494.0,25.32,2490.7
wheat,494.0,26.71,2490.7
wheat,494.0,19.68,2490.7
wheat,494.0,23.6,2490.7
maize,494.0,25.18,1763.1
maize,494.0,23.62,1763.1
maize,494.0,27.7,1763.1
maize,494.0,23.62,1763.1
maize,494.0,27.28,1763.1
maize,494.0,25.18,1763.1
maize,494.0,26.5,1763.1
maize,494.0,19.79,1763.1
maize,494.0,23.62,1763.1
rice,494.0,25.18,2754.2
rice,494.0,23.62,2754.2
rice,494.0,27.7,2754.2
rice,494.0,23.62,2754.2
rice,494.0,27.28,2754.2
rice,494.0,25.18,2754.2
rice,494.0,26.5,2754.2
rice,494.0,19.79,2754.2
rice,494.0,23.62,2754.2
wheat,494.0,25.18,2325.4
wheat,494.0,23.62,2325.4
wheat,494.0,27.7,2325.4
wheat,494.0,23.62,2325.4
wheat,494.0,27.28,2325.4
wheat,494.0,25.18,2325.4
wheat,494.0,26.5,2325.4
wheat,494.0,19.79,2325.4
wheat,494.0,23.62,2325.4
maize,494.0,25.61,1844.8
maize,494.0,23.83,1844.8
maize,494.0,27.88,1844.8
maize,494.0,23.83,1844.8
maize,494.0,27.2,1844.8
maize,494.0,25.61,1844.8
maize,494.0,27.0,1844.8
maize,494.0,19.7,1844.8
maize,494.0,23.83,1844.8
rice,494.0,25.61,3019.2
rice,494.0,23.83,3019.2
rice,494.0,27.88,3019.2
rice,494.0,23.83,3019.2
rice,494.0,27.2,3019.2
rice,494.0,25.61,3019.2
rice,494.0,27.0,3019.2
rice,494.0,19.7,3019.2
rice,494.0,23.83,3019.2
wheat,494.0,25.61,2262.1
wheat,494.0,23.83,2262.1
wheat,494.0,27.88,2262.1
wheat,494.0,23.83,2262.1
wheat,494.0,27.2,2262.1
wheat,494.0,25.61,2262.1
wheat,494.0,27.0,2262.1
wheat,494.0,19.7,2262.1
wheat,494.0,23.83,2262.1
maize,494.0,25.55,2848.8
maize,494.0,23.78,2848.8
maize,494.0,27.94,2848.8
maize,494.0,23.78,2848.8
maize,494.0,27.5,2848.8
maize,494.0,25.55,2848.8
maize,494.0,26.96,2848.8
maize,494.0,19.93,2848.8
maize,494.0,23.78,2848.8
rice,494.0,25.55,2991.4
rice,494.0,23.78,2991.4
rice,494.0,27.94,2991.4
rice,494.0,23.78,2991.4
rice,494.0,27.5,2991.4
rice,494.0,25.55,2991.4
rice,494.0,26.96,2991.4
rice,494.0,19.93,2991.4
rice,494.0,23.78,2991.4
wheat,494.0,25.55,2373.3
wheat,494.0,23.78,2373.3
wheat,494.0,27.94,2373.3
wheat,494.0,23.78,2373.3
wheat,494.0,27.5,2373.3
wheat,494.0,25.55,2373.3
wheat,494.0,26.96,2373.3
wheat,494.0,19.93,2373.3
wheat,494.0,23.78,2373.3
maize,494.0,24.66,2984.3
maize,494.0,22.8,2984.3
maize,494.0,27.21,2984.3
maize,494.0,22.8,2984.3
maize,494.0,26.8,2984.3
maize,494.0,24.66,2984.3
maize,494.0,26.04,2984.3
maize,494.0,18.75,2984.3
maize,494.0,22.8,2984.3
rice,494.0,24.66,3174.2
rice,494.0,22.8,3174.2
rice,494.0,27.21,3174.2
rice,494.0,22.8,3174.2
rice,494.0,26.8,3174.2
rice,494.0,24.66,3174.2
rice,494.0,26.04,3174.2
rice,494.0,18.75,3174.2
rice,494.0,22.8,3174.2
wheat,494.0,24.66,2585.8
wheat,494.0,22.8,2585.8
wheat,494.0,27.21,2585.8
wheat,494.0,22.8,2585.8
wheat,494.0,26.8,2585.8
wheat,494.0,24.66,2585.8
wheat,494.0,26.04,2585.8
wheat,494.0,18.75,2585.8
wheat,494.0,22.8,2585.8
maize,494.0,25.17,3036.8
maize,494.0,23.28,3036.8
maize,494.0,27.29,3036.8
maize,494.0,23.28,3036.8
maize,494.0,26.73,3036.8
maize,494.0,25.17,3036.8
maize,494.0,26.46,3036.8
maize,494.0,19.53,3036.8
maize,494.0,23.28,3036.8
rice,494.0,25.17,3160.4
rice,494.0,23.28,3160.4
rice,494.0,27.29,3160.4
rice,494.0,23.28,3160.4
rice,494.0,26.73,3160.4
rice,494.0,25.17,3160.4
rice,494.0,26.46,3160.4
rice,494.0,19.53,3160.4
rice,494.0,23.28,3160.4
wheat,494.0,25.17,2518.6
wheat,494.0,23.28,2518.6
wheat,494.0,27.29,2518.6
wheat,494.0,23.28,2518.6
wheat,494.0,26.73,2518.6
wheat,494.0,25.17,2518.6
wheat,494.0,26.46,2518.6
wheat,494.0,19.53,2518.6
wheat,494.0,23.28,2518.6
maize,494.0,25.16,3426.5
maize,494.0,23.33,3426.5
maize,494.0,27.69,3426.5
maize,494.0,23.33,3426.5
maize,494.0,27.21,3426.5
maize,494.0,25.16,3426.5
maize,494.0,26.53,3426.5
maize,494.0,19.5,3426.5
maize,494.0,23.33,3426.5
rice,494.0,25.16,3317.6
rice,494.0,23.33,3317.6
rice,494.0,27.69,3317.6
rice,494.0,23.33,3317.6
rice,494.0,27.21,3317.6
rice,494.0,25.16,3317.6
rice,494.0,26.53,3317.6
rice,494.0,19.5,3317.6
rice,494.0,23.33,3317.6
wheat,494.0,25.16,2715.6
wheat,494.0,23.33,2715.6
wheat,494.0,27.69,2715.6
wheat,494.0,23.33,2715.6
wheat,494.0,27.21,2715.6
wheat,494.0,25.16,2715.6
wheat,494.0,26.53,2715.6
wheat,494.0,19.5,2715.6
wheat,494.0,23.33,2715.6
maize,494.0,24.89,3415.4
maize,494.0,23.21,3415.4
maize,494.0,27.23,3415.4
maize,494.0,23.21,3415.4
maize,494.0,26.74,3415.4
maize,494.0,24.89,3415.4
maize,494.0,26.33,3415.4
maize,494.0,19.34,3415.4
maize,494.0,23.21,3415.4
rice,494.0,24.89,3519.9
rice,494.0,23.21,3519.9
rice,494.0,27.23,3519.9
rice,494.0,23.21,3519.9
rice,494.0,26.74,3519.9
rice,494.0,24.89,3519.9
rice,494.0,26.33,3519.9
rice,494.0,19.34,3519.9
rice,494.0,23.21,3519.9
wheat,494.0,24.89,2451.4
wheat,494.0,23.21,2451.4
wheat,494.0,27.23,2451.4
wheat,494.0,23.21,2451.4
wheat,494.0,26.74,2451.4
wheat,494.0,24.89,2451.4
wheat,494.0,26.33,2451.4
wheat,494.0,19.34,2451.4
wheat,494.0,23.21,2451.4
maize,494.0,25.37,3487.9
maize,494.0,23.62,3487.9
maize,494.0,27.88,3487.9
maize,494.0,23.62,3487.9
maize,494.0,27.41,3487.9
maize,494.0,25.37,3487.9
maize,494.0,26.68,3487.9
maize,494.0,19.3,3487.9
maize,494.0,23.62,3487.9
rice,494.0,25.37,3580.9
rice,494.0,23.62,3580.9
rice,494.0,27.88,3580.9
rice,494.0,23.62,3580.9
rice,494.0,27.41,3580.9
rice,494.0,25.37,3580.9
rice,494.0,26.68,3580.9
rice,494.0,19.3,3580.9
rice,494.0,23.62,3580.9
wheat,494.0,25.37,2656.8
wheat,494.0,23.62,2656.8
wheat,494.0,27.88,2656.8
wheat,494.0,23.62,2656.8
wheat,494.0,27.41,2656.8
wheat,494.0,25.37,2656.8
wheat,494.0,26.68,2656.8
wheat,494.0,19.3,2656.8
wheat,494.0,23.62,2656.8
maize,494.0,25.48,3805.2
maize,494.0,23.75,3805.2
maize,494.0,28.0,3805.2
maize,494.0,23.75,3805.2
maize,494.0,27.45,3805.2
maize,494.0,25.48,3805.2
maize,494.0,26.79,3805.2
maize,494.0,19.52,3805.2
maize,494.0,23.75,3805.2
rice,494.0,25.48,3058.8
rice,494.0,23.75,3058.8
rice,494.0,28.0,3058.8
rice,494.0,23.75,3058.8
rice,494.0,27.45,3058.8
rice,494.0,25.48,3058.8
rice,494.0,26.79,3058.8
rice,494.0,19.52,3058.8
rice,494.0,23.75,3058.8
wheat,494.0,25.48,2552.8
wheat,494.0,23.75,2552.8
wheat,494.0,28.0,2552.8
wheat,494.0,23.75,2552.8
wheat,494.0,27.45,2552.8
wheat,494.0,25.48,2552.8
wheat,494.0,26.79,2552.8
wheat,494.0,19.52,2552.8
wheat,494.0,23.75,2552.8
maize,494.0,24.98,3989.7
maize,494.0,23.36,3989.7
maize,494.0,27.41,3989.7
maize,494.0,23.36,3989.7
maize,494.0,27.02,3989.7
maize,494.0,24.98,3989.7
maize,494.0,26.32,3989.7
maize,494.0,19.53,3989.7
maize,494.0,23.36,3989.7
rice,494.0,24.98,3593.9
rice,494.0,23.36,3593.9
rice,494.0,27.41,3593.9
rice,494.0,23.36,3593.9
rice,494.0,27.02,3593.9
rice,494.0,24.98,3593.9
rice,494.0,26.32,3593.9
rice,494.0,19.53,3593.9
rice,494.0,23.36,3593.9
wheat,494.0,24.98,2832.8
wheat,494.0,23.36,2832.8
wheat,494.0,27.41,2832.8
wheat,494.0,23.36,2832.8
wheat,494.0,27.02,2832.8
wheat,494.0,24.98,2832.8
wheat,494.0,26.32,2832.8
wheat,494.0,19.53,2832.8
wheat,494.0,23.36,2832.8
maize,494.0,24.87,3983.0
maize,494.0,23.1,3983.0
maize,494.0,27.23,3983.0
maize,494.0,23.1,3983.0
maize,494.0,26.75,3983.0
maize,494.0,24.87,3983.0
maize,494.0,26.11,3983.0
maize,494.0,18.74,3983.0
maize,494.0,23.1,3983.0
rice,494.0,24.87,3596.6
rice,494.0,23.1,3596.6
rice,494.0,27.23,3596.6
rice,494.0,23.1,3596.6
rice,494.0,26.75,3596.6
rice,494.0,24.87,3596.6
rice,494.0,26.11,3596.6
rice,494.0,18.74,3596.6
rice,494.0,23.1,3596.6
wheat,494.0,24.87,2713.8
wheat,494.0,23.1,2713.8
wheat,494.0,27.23,2713.8
wheat,494.0,23.1,2713.8
wheat,494.0,26.75,2713.8
wheat,494.0,24.87,2713.8
wheat,494.0,26.11,2713.8
wheat,494.0,18.74,2713.8
wheat,494.0,23.1,2713.8
maize,494.0,25.95,4231.3
maize,494.0,24.27,4231.3
maize,494.0,27.9,4231.3
maize,494.0,24.27,4231.3
maize,494.0,27.21,4231.3
maize,494.0,25.95,4231.3
maize,494.0,27.38,4231.3
maize,494.0,19.98,4231.3
maize,494.0,24.27,4231.3
rice,494.0,25.95,3752.8
rice,494.0,24.27,3752.8
rice,494.0,27.9,3752.8
rice,494.0,24.27,3752.8
rice,494.0,27.21,3752.8
rice,494.0,25.95,3752.8
rice,494.0,27.38,3752.8
rice,494.0,19.98,3752.8
rice,494.0,24.27,3752.8
wheat,494.0,25.95,2795.7
wheat,494.0,24.27,2795.7
wheat,494.0,27.9,2795.7
wheat,494.0,24.27,2795.7
wheat,494.0,27.21,2795.7
wheat,494.0,25.95,2795.7
wheat,494.0,27.38,2795.7
wheat,494.0,19.98,2795.7
wheat,494.0,24.27,2795.7
maize,3142.0,25.27,2500.0
rice,3142.0,25.27,1823.5
maize,3142.0,25.04,2500.0
rice,3142.0,25.04,1745.8
maize,3142.0,25.3,2887.2
rice,3142.0,25.3,1769.5
maize,3142.0,25.02,3076.9
rice,3142.0,25.02,1800.0
maize,3142.0,25.07,3361.5
rice,3142.0,25.07,1784.4
maize,3142.0,25.44,3571.4
rice,3142.0,25.44,1787.2
maize,3142.0,25.41,4519.9
rice,3142.0,25.41,1791.4
maize,3142.0,24.86,6000.0
rice,3142.0,24.86,1714.3
maize,3142.0,26.05,5554.3
rice,3142.0,26.05,1827.0
maize,3142.0,25.38,5416.7
rice,3142.0,25.38,1858.3
maize,3142.0,25.4,5538.5
rice,3142.0,25.4,1891.0
maize,3142.0,25.43,5928.6
rice,3142.0,25.43,2000.0
maize,3142.0,25.48,5297.0
rice,3142.0,25.48,1927.6
maize,3142.0,25.23,4615.4
rice,3142.0,25.23,1926.6
maize,3142.0,25.51,4666.7
rice,3142.0,25.51,1940.9
maize,3142.0,25.04,4500.0
rice,3142.0,25.04,1955.2
maize,3142.0,25.2,4705.9
rice,3142.0,25.2,1969.4
maize,3142.0,25.17,4545.5
rice,3142.0,25.17,1983.7
maize,3142.0,25.08,4771.8
rice,3142.0,25.08,1997.9
maize,3142.0,25.74,5000.0
rice,3142.0,25.74,2012.2
maize,3142.0,25.17,5777.8
rice,3142.0,25.17,2026.4
maize,3142.0,25.14,4761.9
rice,3142.0,25.14,2040.7
maize,3142.0,25.44,5454.5
rice,3142.0,25.44,2054.9
maize,1738.0,16.84,1953.2
rice,1738.0,16.84,5229.0
wheat,1738.0,16.84,1084.7
maize,1738.0,17.15,1921.3
rice,1738.0,17.15,5141.6
wheat,1738.0,17.15,855.3
maize,1738.0,17.96,1885.8
rice,1738.0,17.96,4981.2
wheat,1738.0,17.96,1330.4
maize,1738.0,17.56,2163.4
rice,1738.0,17.56,5450.6
wheat,1738.0,17.56,1481.2
maize,1738.0,17.31,2089.1
rice,1738.0,17.31,5852.5
wheat,1738.0,17.31,1242.0
maize,1738.0,17.26,1959.3
rice,1738.0,17.26,5618.0
wheat,1738.0,17.26,1264.3
maize,1738.0,16.45,2526.7
rice,1738.0,16.45,5719.8
wheat,1738.0,16.45,1249.9
maize,1738.0,18.62,2000.8
rice,1738.0,18.62,6115.4
wheat,1738.0,18.62,1115.0
maize,1738.0,18.13,2112.1
rice,1738.0,18.13,5755.8
wheat,1738.0,18.13,1164.8
maize,1738.0,16.65,2305.3
rice,1738.0,16.65,6251.4
wheat,1738.0,16.65,1287.7
maize,1738.0,17.02,2411.9
rice,1738.0,17.02,6590.1
wheat,1738.0,17.02,1279.7
maize,1738.0,16.95,2588.7
rice,1738.0,16.95,6694.1
wheat,1738.0,16.95,1246.5
maize,1738.0,17.44,2670.8
rice,1738.0,17.44,6687.6
wheat,1738.0,17.44,1345.6
maize,1738.0,17.29,2673.4
rice,1738.0,17.29,6440.1
wheat,1738.0,17.29,1387.2
maize,1738.0,17.02,2628.9
rice,1738.0,17.02,6897.1
wheat,1738.0,17.02,1344.0
maize,1738.0,17.61,2712.9
rice,1738.0,17.61,6873.2
wheat,1738.0,17.61,1336.0
maize,1738.0,16.68,2837.1
rice,1738.0,16.68,6681.7
wheat,1738.0,16.68,1256.2
maize,1738.0,17.34,2967.3
rice,1738.0,17.34,7308.9
wheat,1738.0,17.34,1383.9
maize,1738.0,17.4,3029.0
rice,1738.0,17.4,7392.6
wheat,1738.0,17.4,1431.5
maize,1738.0,16.97,3099.9
rice,1738.0,16.97,7285.0
wheat,1738.0,16.97,1422.4
maize,1738.0,17.03,3186.6
rice,1738.0,17.03,7298.0
wheat,1738.0,17.03,1471.9
maize,1738.0,17.68,3308.4
rice,1738.0,17.68,7785.1
wheat,1738.0,17.68,1489.1
maize,1738.0,17.0,3268.6
rice,1738.0,17.0,7711.2
wheat,1738.0,17.0,1497.6
maize,600.0,9.2,4912.6
wheat,600.0,9.2,3957.5
maize,600.0,7.9,4846.8
wheat,600.0,7.9,3803.2
maize,600.0,8.65,3669.9
wheat,600.0,8.65,3063.5
maize,600.0,7.67,5316.0
wheat,600.0,7.67,3327.9
maize,600.0,8.78,3750.3
wheat,600.0,8.78,3181.7
maize,600.0,8.16,4958.6
wheat,600.0,8.16,3601.5
maize,600.0,6.71,5051.4
wheat,600.0,6.71,3457.4
maize,600.0,7.81,5401.1
wheat,600.0,7.81,3206.4
maize,600.0,8.17,5827.2
wheat,600.0,8.17,3624.3
maize,600.0,8.96,5750.6
wheat,600.0,8.96,3504.2
maize,600.0,9.56,6063.7
wheat,600.0,9.56,3226.8
maize,600.0,8.26,6068.3
wheat,600.0,8.26,3533.6
maize,600.0,9.14,6156.3
wheat,600.0,9.14,3853.9
maize,600.0,8.33,5693.5
wheat,600.0,8.33,4281.1
maize,600.0,8.43,5732.9
wheat,600.0,8.43,3954.5
maize,600.0,8.64,4160.9
wheat,600.0,8.64,3244.7
maize,600.0,9.32,6574.3
wheat,600.0,9.32,3938.1
maize,600.0,9.51,5814.9
wheat,600.0,9.51,4071.6
maize,600.0,8.5,6226.2
wheat,600.0,8.5,4172.5
maize,600.0,7.67,5982.4
wheat,600.0,7.67,4429.0
maize,600.0,8.84,7177.0
wheat,600.0,8.84,4134.8
maize,600.0,8.48,7348.1
wheat,600.0,8.48,4143.8
maize,600.0,9.32,6576.1
wheat,600.0,9.32,4436.7
maize,854.0,16.55,3033.4
rice,854.0,16.55,4614.2
wheat,854.0,16.55,1426.9
maize,854.0,16.09,3041.1
rice,854.0,16.09,5094.0
wheat,854.0,16.09,2098.2
maize,854.0,15.95,3454.7
rice,854.0,15.95,5194.8
wheat,854.0,15.95,1291.4
maize,854.0,15.33,3723.1
rice,854.0,15.33,5227.3
wheat,854.0,15.33,1686.1
maize,854.0,16.12,4093.9
rice,854.0,16.12,5477.6
wheat,854.0,16.12,1966.7
maize,854.0,17.23,4362.4
rice,854.0,17.23,5732.9
wheat,854.0,17.23,1387.2
maize,854.0,16.12,4676.6
rice,854.0,16.12,6090.6
wheat,854.0,16.12,1713.9
maize,854.0,17.1,4959.2
rice,854.0,17.1,5752.9
wheat,854.0,17.1,1190.5
maize,854.0,16.4,5370.4
rice,854.0,16.4,5987.2
wheat,854.0,16.4,1015.1
maize,854.0,16.09,5708.9
rice,854.0,16.09,5992.4
wheat,854.0,16.09,1598.6
maize,854.0,16.23,5780.8
rice,854.0,16.23,5977.2
wheat,854.0,16.23,1567.8
maize,854.0,16.2,5892.9
rice,854.0,16.2,5852.3
wheat,854.0,16.2,837.1
maize,854.0,16.19,5728.5
rice,854.0,16.19,5786.2
wheat,854.0,16.19,1790.4
maize,854.0,16.31,5786.9
rice,854.0,16.31,5852.7
wheat,854.0,16.31,1562.5
maize,854.0,16.43,4680.5
rice,854.0,16.43,5504.4
wheat,854.0,16.43,664.4
maize,854.0,16.84,5288.5
rice,854.0,16.84,5855.1
wheat,854.0,16.84,2384.7
maize,854.0,16.11,5841.2
rice,854.0,16.11,5806.2
wheat,854.0,16.11,1863.0
maize,854.0,16.12,6327.8
rice,854.0,16.12,5721.9
wheat,854.0,16.12,2302.8
maize,854.0,16.84,6693.6
rice,854.0,16.84,5681.8
wheat,854.0,16.84,1700.8
maize,854.0,16.5,6929.5
rice,854.0,16.5,5845.3
wheat,854.0,16.5,1430.5
maize,854.0,16.91,8104.0
rice,854.0,16.91,5885.5
wheat,854.0,16.91,1200.2
maize,854.0,16.24,8304.2
rice,854.0,16.24,5999.5
wheat,854.0,16.24,1076.6
maize,854.0,16.77,8314.9
rice,854.0,16.77,5969.9
wheat,854.0,16.77,1763.5
maize,74.0,27.38,13500.0
wheat,74.0,27.38,2299.6
maize,74.0,26.77,12181.8
wheat,74.0,26.77,2304.8
maize,74.0,26.22,12458.3
wheat,74.0,26.22,2308.8
maize,74.0,27.1,12666.7
wheat,74.0,27.1,2310.3
maize,74.0,27.59,12407.4
wheat,74.0,27.59,2306.5
maize,74.0,27.16,12580.6
wheat,74.0,27.16,2296.9
maize,74.0,27.66,12569.2
wheat,74.0,27.66,2288.1
maize,74.0,27.23,12569.4
wheat,74.0,27.23,2307.7
maize,74.0,28.48,12434.8
wheat,74.0,28.48,2295.1
maize,74.0,28.62,12463.9
wheat,74.0,28.62,2305.6
maize,74.0,28.06,12517.5
wheat,74.0,28.06,2305.6
maize,74.0,28.36,12529.9
wheat,74.0,28.36,2333.3
maize,74.0,28.25,12462.7
wheat,74.0,28.25,2272.7
maize,74.0,28.2,12630.4
wheat,74.0,28.2,2444.4
maize,74.0,28.09,12477.6
wheat,74.0,28.09,2333.3
maize,74.0,28.12,11857.1
wheat,74.0,28.12,2000.0
maize,74.0,28.23,18142.9
wheat,74.0,28.23,2318.8
maize,74.0,27.92,18142.9
wheat,74.0,27.92,3000.0
maize,74.0,28.17,19285.7
wheat,74.0,28.17,2333.3
maize,74.0,28.93,20755.6
wheat,74.0,28.93,2250.0
maize,74.0,28.23,12555.6
wheat,74.0,28.23,2363.6
maize,74.0,28.54,12489.4
wheat,74.0,28.54,2285.7
maize,74.0,28.68,12484.5
wheat,74.0,28.68,2263.2
maize,637.0,12.26,2760.6
rice,637.0,12.26,1666.7
wheat,637.0,12.26,3235.1
maize,637.0,10.55,4076.6
rice,637.0,10.55,1456.0
wheat,637.0,10.55,2540.6
maize,637.0,11.55,2046.9
rice,637.0,11.55,2374.2
wheat,637.0,11.55,2195.0
maize,637.0,10.78,2605.4
rice,637.0,10.78,3035.1
wheat,637.0,10.78,2329.1
maize,637.0,12.7,3131.7
rice,637.0,12.7,3283.5
wheat,637.0,12.7,2543.5
maize,637.0,11.21,3191.5
rice,637.0,11.21,3903.0
wheat,637.0,11.21,3090.3
maize,637.0,10.71,2931.9
rice,637.0,10.71,2707.5
wheat,637.0,10.71,1764.5
maize,637.0,10.46,4217.1
rice,637.0,10.46,2676.6
wheat,637.0,10.46,3010.3
maize,637.0,11.37,2789.2
rice,637.0,11.37,2979.1
wheat,637.0,11.37,2596.3
maize,637.0,12.34,3640.3
rice,637.0,12.34,2442.7
wheat,637.0,12.34,2799.3
maize,637.0,12.44,1712.8
rice,637.0,12.44,2644.1
wheat,637.0,12.44,2299.6
maize,637.0,11.9,3123.2
rice,637.0,11.9,1263.2
wheat,637.0,11.9,3044.9
maize,637.0,12.24,3042.1
rice,637.0,12.24,1283.9
wheat,637.0,12.24,2058.0
maize,637.0,11.63,4549.7
rice,637.0,11.63,4005.6
wheat,637.0,11.63,3477.5
maize,637.0,11.25,3981.6
rice,637.0,11.25,4198.9
wheat,637.0,11.25,2998.5
maize,637.0,11.63,3575.4
rice,637.0,11.63,3299.3
wheat,637.0,11.63,2773.7
maize,637.0,12.99,1703.0
rice,637.0,12.99,3402.3
wheat,637.0,12.99,1610.0
maize,637.0,12.5,3227.1
rice,637.0,12.5,4932.6
wheat,637.0,12.5,3422.2
maize,637.0,12.47,3416.9
rice,637.0,12.47,5426.2
wheat,637.0,12.47,2430.5
maize,637.0,11.94,4317.6
rice,637.0,11.94,4965.6
wheat,637.0,11.94,2700.0
maize,637.0,11.26,4529.2
rice,637.0,11.26,5150.4
wheat,637.0,11.26,3665.0
maize,637.0,12.33,2187.0
rice,637.0,12.33,4499.5
wheat,637.0,12.33,2659.3
maize,637.0,13.94,4494.1
rice,637.0,13.94,4719.4
wheat,637.0,13.94,3478.6
maize,1212.0,19.39,1025.2
rice,1212.0,19.39,1365.2
wheat,1212.0,19.39,1181.1
maize,1212.0,19.22,1155.6
rice,1212.0,19.22,2411.8
wheat,1212.0,19.22,1233.3
maize,1212.0,19.54,1225.0
rice,1212.0,19.54,2403.0
wheat,1212.0,19.54,1145.5
maize,1212.0,19.53,1740.0
rice,1212.0,19.53,2640.0
wheat,1212.0,19.53,1200.0
maize,1212.0,19.55,1675.0
rice,1212.0,19.55,2647.1
wheat,1212.0,19.55,1185.2
maize,1212.0,19.81,1120.0
rice,1212.0,19.81,3650.8
wheat,1212.0,19.81,1044.2
maize,1212.0,19.31,1109.9
rice,1212.0,19.31,3298.0
wheat,1212.0,19.31,1135.7
maize,1212.0,19.78,1090.8
rice,1212.0,19.78,3032.8
wheat,1212.0,19.78,955.7
maize,1212.0,19.79,823.1
rice,1212.0,19.79,1914.8
wheat,1212.0,19.79,726.3
maize,1212.0,19.35,755.6
rice,1212.0,19.35,1813.2
wheat,1212.0,19.35,697.4
maize,1212.0,19.59,701.8
rice,1212.0,19.59,2731.8
wheat,1212.0,19.59,641.6
maize,1212.0,19.5,767.1
rice,1212.0,19.5,3066.8
wheat,1212.0,19.5,769.4
maize,1212.0,19.77,876.3
rice,1212.0,19.77,3265.8
wheat,1212.0,19.77,617.1
maize,1212.0,19.93,767.0
rice,1212.0,19.93,3796.4
wheat,1212.0,19.93,798.7
maize,1212.0,20.29,888.9
rice,1212.0,20.29,4467.3
wheat,1212.0,20.29,908.3
maize,1212.0,20.02,853.1
rice,1212.0,20.02,4484.3
wheat,1212.0,20.02,851.0
maize,1212.0,19.6,720.1
rice,1212.0,19.6,4132.0
wheat,1212.0,19.6,894.8
maize,1212.0,19.56,1151.5
rice,1212.0,19.56,4443.2
wheat,1212.0,19.56,1296.8
maize,1212.0,19.84,1950.3
rice,1212.0,19.84,5617.8
wheat,1212.0,19.84,1707.9
maize,1212.0,20.12,2341.6
rice,1212.0,20.12,5183.3
wheat,1212.0,20.12,1563.1
maize,1212.0,19.59,2352.9
rice,1212.0,19.59,5519.5
wheat,1212.0,19.59,2047.8
maize,1212.0,19.79,2258.7
rice,1212.0,19.79,5719.3
wheat,1212.0,19.79,2168.0
maize,1212.0,19.93,2284.5
rice,1212.0,19.93,5336.2
wheat,1212.0,19.93,1992.4
maize,59.0,25.86,1799.2
maize,59.0,25.7,1799.2
wheat,59.0,25.86,4646.1
wheat,59.0,25.7,4646.1
maize,59.0,25.94,2116.6
maize,59.0,25.43,2116.6
wheat,59.0,25.94,4503.0
wheat,59.0,25.43,4503.0
